1003845520,ibseIn|rM?Oq@s@_ALEKq@_DCA@Ih@g@HUc@uCg@eFGo@?Qt@aD^cAhAsDzAcEZiAR}@~@wC|@}CzAaGBSd@sBAQEFC[CyDQcHEyBBa@IW]eEKaEGmDC_@?uCF_EVmJ\mFQO@o@x@kK\qD^sHd@kGR}A`A_GJFFIx@yFl@oDbBqIzBuHdEgMdAuCtAeETg@`@SBsAf@mB\wAp@eDzAeIt@}CvEyVbCiMz@wD@ORUZwCjDsRlA{HR{@vA{NHiAVoABYNyDD_EPyIZaNPkEJcLGmAM_GQyEGuCCQ?@Fq@WoDO{D_@uEYmGIsDF}DJ}DLgBf@wEl@sCfAcEN[^UBaC]mCBc@Ha@PYtFkIdAsBhAgCbBwDhBqFdCaI`AaC~DsIhDyIx@gB`CuEjBiDXy@p@mAJ}@Vk@p@qDjA{E|@cCl@yDd@{DtAiHtAiLH_@h@uANMd@Qn@IKWLa@j@YpAwAf@cANa@p@_Dt@}DxCeL|CcEfIkMz@aB~@kCLUGm@GCS[p@sCB_@CQYGq@Hi@COE{@s@I]UaFDg@ZMXH,Ride,2017-05-24,4.792,Morning Ride (back on the Brompton)
1003845780,iqmeIb}zLD@LG_@p@C|ABxAHpBHJf@Zp@@v@GvAH@Pc@|@_@hAQr@@V`@d@CZQRi@zAk@xBcAtBgBdCmA|BiAfBiD|Da@j@k@~BUxAe@xBc@`BKp@INs@jD[j@Y`A}@rBQ^QHy@p@GJ{@b@mAbBOb@WpASvAy@hF?^QlB@Fi@jBg@hDUtBw@bFYrAcArCo@`C_@vBAj@GX_@^gCvE_B|CkDlHg@rAsBxFiAfCmCpGwFpPiAlC{CxGoGnKIb@Ad@h@fDDb@C`@OT{@p@iA|C[xAm@jDY~DOtDEhEDvDFtDL`El@rKXvBB|Ab@xJDzD@lEOrIOvDSzIMtDSrMSpDe@hD]~DuBtQy@`FaB|Iy@nDeJpd@qGb]}ApGuLp^o@vBy@zCiBnIo@nDc@lD_@z@m@pD_@xD}@dNOtBc@pEg@hHAz@LLBNYzCG|A_@fR@x@HnABvCLbEJ~APtAVvJLxDPnJTrDl@nG`A|IFpAb@pCZvCi@d@Sb@u@p@C\gAbAmBfAmBd@oBXcBdA_B|AAXj@hCPARE`@D\NR\,Ride,2017-05-24,5.097,Evening Ride
1004518903,{aseI|{rMGQwBSq@eD?I@Ef@e@F[C_@UwAY_ES}ADyB|FgQfAkDhAkEd@iCr@}Bn@yAF{@EGIDBmACgBQgDKsDCcCMu@KwAOuDEeEK}B@oEZqLNiDNsA?QGAGI?Ub@}JJmB\}Bt@}Jr@qHr@yEJGLFDIl@}EfAgGp@sDhAkEvAsEfC{HdAsCRe@rBqGp@aALIAeAdBcHZqB~AeIj@gCd@iCfBuIp@oD\uBDe@h@cCdBaJ\sANa@RYPoCzA_I~DsVv@yHTkDZqCRwD\}KL}FBwD`@{MB{DE_EQqHWqI@u@y@qLU_ESuHC}DFuDF{AT{DPaBN{@j@cCx@{CVo@`AoAo@qECc@Ba@J[lBiChDmFx@eBvCwGbAsCnEwMfAoCpC_GbCoGhAkCzHoO`AoCJWh@gDx@gD`@wAf@uAP[XcBf@uE\_CPo@PmALULmAx@sGLoAVqAt@cBNMpA_@f@yAf@Mr@uA\y@hBgI`A{Cn@iDp@yCrBaCvAsBxA_CdCiDpA_CRo@MMIc@IUbAqCz@_DHQK}ASDwBDUTOGG]Q{F?mANQP?DF,Ride,2017-05-25,4.916,Morning Ride
1005554670,{qmeIp}zLKYEA@bADpBAdAFhAj@z@hBf@hAv@k@jBA`@LNPd@U^a@fAq@tCoA|BeGfJm@z@eC`Dy@~Cq@bDo@lD{@zCsAtDu@~AMHYAyAlBm@f@iAhC_@dDs@rE@RI|@Ab@OZe@dBo@bEk@zE}@|C{AbGa@~BMlAIRY^kAfCkEhImAdCkAnCiA|CkAzCkBbE}@vBcApCaA|CeA`DiA~CoAtC_BnDqAhCqAzBmBxCo@nAEf@Bf@j@zDA^KT}@r@S^aAvCYhAKN_@nD]tDK`ECbHHdEt@rPR~BLb@DlBLbCTlJDbEW~M]nJa@dP[xHk@~Jc@xEm@rF{AjJuCjOe@dEo@nAyFrYwHda@oAdFaA`DiEfM[x@Uf@eAzCcCzHw@xCsB~Ic@zBuAzIc@vDUlBUvC{@vL]tDYvDSvDOvDSzJCxD?hEDbELdE`@vHRzFXvKZnH`@jFjAnLd@rDn@hDBRC\S`@D\Q`@eFrDqBn@mBXiA`@wA`AgA|@Gd@h@~BPH`@G`AXN^,Ride,2017-05-25,5.749,Evening Ride
1006131892,{aseIb|rMMa@m@YIC[@WHEAEGYkAY{A@IDG^WFK@]AQWgAEcBi@{EH{AZy@`@cBpLo_@v@sBF}@AGM@CMk@}PF}@EIYsDMyDCsBG}AKk@DiDVeJLgETsESM?c@PwDZoDf@uEj@eJb@}EnAeJDCH@FCf@wDj@oDjAmGt@aD~@cDbA_DfCwHfAyCdA_DdAoCd@q@JC@o@p@iDn@{Cl@qD~AcIr@aDvCgO`D_Qt@kDf@iAHg@FmBjAyFp@qDn@qDzAiJdByOHsA`@cCF{D?qAHuDNsERkKR_FDyAF}HQ{KUgHAmD_@mDw@oKSaEGeGP}JXqDLaAb@gCb@iBz@wClAeCo@sE@e@Po@|AoBvDoFxCaHfAmChFyOhAsCjDmHrCwHz@mBjAcCxCkFxAuC^y@TeAL]l@uDv@eDv@iCZs@l@wD^}Cf@qDtA{Hv@gG|@oBHE~Ak@PMB]BIf@STi@d@w@Xw@f@mB~AiHz@{CtAmGjCgDvHiLTe@l@cA~@qC`@{@C_@U]KYTcARk@Jc@Ss@qANk@Ks@u@Ic@SuD?i@FaA,Ride,2017-05-26,5.047,Morning Ride
1006778915,spmeIf~zLAYEIK@MRG^@~ANxDJHj@RHFDNJD^@`ACPt@]~@YxA@H`@b@[l@i@zAg@~BmA~BsCrEsCbEwC~Ds@fCiA|G[~Ae@dByChHIHUGo@h@q@~@_BzAu@bDe@rCmBrNo@xFa@|B{BzIk@fDEn@I\[d@mAzB_BhDkAjBoAvBgA~BsB|FeAjCwB|EcAlCmCfIgCdHwCvGmAdCuA~BqCdEQ^Ih@@d@d@lCHt@Qj@_Av@y@dCi@xBk@jD[pDObEC|D@zDHxDN`EZlGRxCNp@ARDDAZ`@xKJtD@xDC`EGrDcAj\IvDe@dKYxDU`Ce@xDExAQ~@yAlJq@rDaBrIShAOxBeAzC{Ff[m@rCSn@WbAm@|CeCxMGx@]~AiAnEGdAM@c@x@_CnHoFvO}A`Fo@bCuAhHgAvGOzAKPUBI\o@`Fm@bHg@tHe@lFe@fHMrCT\SlBQrDKtEGvJLjJL~DLrADxD\~ITrBHL@FERIPWTc@p@a@zAG`@Qn@c@jAe@fBWv@y@tDaBnFWfAyBrGg@xB?j@J`Al@hDN`BVlAC`@m@n@EVl@rCRDTC`@B`@NVz@,Ride,2017-05-26,5.598,Evening Ride
1009546280,_skeIvztLZv@NtAN^`@dBJVx@jANHh@Jz@\^`@Nv@Az@@bCKdCEd@EjAKx@GjA?~@`An@d@FdAn@b@Ld@JfBA\Cb@T`BvAv@fA^V^d@Zn@\`@T|@Pv@FhAAbCKnDGz@a@nAS`@aA~@]h@cBrBUr@@`ALv@Rt@^rBVj@\h@bBf@^ZVe@PcAz@oFHaAD}@@sCRcGAs@HyBDwFN{BBeAXwF@}@LqD\cFFqBBgCGaAY}BC_ASoAIeCEcAKy@YsBQ{@g@mBWu@[oBQw@Y{Bk@uIU}BKmBY}Ba@aCYaAg@wAmB_Fe@yAgAsEm@sCE{@EaBAq@BsAD{@J}@TiDd@uFLeDNeM?w@KaAM_AUw@[_Ag@cA}@yAg@KYo@cAwAYq@S}@Kq@QgFAuDDuABwELgE@{BLyDJaHL{D?u@HaCA}@BiBHoDLsDFyD@_B?cCB{BC{@@{@LyBF}BLwBNsAHiB?cA\wHNqF@cAA}DGiA?aC@{@Gy@Sa@[Qc@Cy@ScEaB]Q_@g@c@Uc@OcASu@BkA?a@BeC^g@BkB^iAd@eAZe@ZQFSSK_AKmBCBA`A@bAWf@e@R_Bd@OFIJy@tEqArGKnAa@pBEdAINuBUo@Ba@PaAj@_@\_@f@Wl@Sz@M|@EhBFhBFz@^dBKAUu@o@oD?m@H_AVuBP{@b@gA|@iApAe@z@Ev@Hj@CRs@R{@Tq@xAkH`AqFZe@^Q|@e@n@YJq@@i@JeA`@RZ|BXPnB_ArC_AtA]dCUn@Cz@BhAXh@Bd@Nx@z@t@T`@VbAb@d@RjAZ`BV`@VD|@AtBOvGAxB[bNYjHInFKnAC~@K|FKbAD|@?rBCnBEbA?xBKbCG~CElA@`AI`ACbA?|BMtCAfCE^O`EIxCArCB`DErDOtH@fB@^LnAHZVn@vAlBRNf@V~ArCR`@Tr@Px@H~@DjA?bCE|@AnJQzC[~C]|DItAGlD@dANzBL~@`@nBz@xCvC|Hp@dCp@~Db@~CRvCHbBT|BL`CNjAf@vBt@~BDH`@`Ah@bAAt@F|@NdA^dGHhCFtFKbEEjA[xDKvBMrEE`AE|BSbF?bAE~BKvAIbHU|CM`C_@pCUp@[tAC|@@hBO~@U|BCv@Jp@Rp@Nr@PxBxB|ILx@bAnDF|@DRHz@v@~DL|@n@~ATt@Nz@fAdFRt@~@|CbAdC^f@~AfC`@d@pBlDb@fAr@vAp@|At@bC|@`EVp@v@bDNf@l@jCX|BrAlHXhBH~@b@lDz@xEx@dG@lAJ~@nA`FbEhL^lAv@xC^xBAl@WXaAt@eAp@qDpB_@d@QJcAx@gAdAILm@Bc@a@g@A]l@Wn@u@fDY~BO`CKz@IbAAhA]~DOzCm@bI}@hPQzAOx@a@Jq@QeBy@q@c@y@u@_BaA]Kg@E_@i@Qg@@eAN{BLaAXs@`@sCTeCLw@P{@lAiE`@sBJ{@A}@@o@b@oBZq@Tq@NgBHg@j@kDr@sD`@q@pASRAbAd@t@VBDX@z@a@d@c@f@w@Rs@P_Ab@{AFmARuBT_BB}BGyBCcCIuAEeB@aAP_BVuAH}@?}@aAuGi@gEW_Ba@uBmAaImCoMy@sC_@}AQg@eBaF_@}@eBiDuE{GiAqCk@iBOw@y@gDi@mBQq@OoAkAeGa@mAoBsIqAgEQw@_@oBMy@IgAUkA[wB[oAOw@WqBUsAwBmJs@mESw@e@]s@{A]e@Si@u@yA_@a@IKc@U_A}@u@a@eBmA,Run,2017-05-28,2.451,Running with friends (not about the speed..)
1010884053,{aseIj{rMaB_@ODOCKUc@qBEY@MFKd@_@HUI{@W{@KkAa@aCOeBAYBUJc@l@cBh@iBv@gC|AmEx@mCl@aB|ByH^cB|@{BbA{C`D_LdAyC|@aDZ}@~C_LdAwCl@oA^mARe@vAsCfAmBpB{Bt@o@hAuArAoBbBiBlAyAn@k@x@cArAuB|CoDzAwBbBqB~AgBlAkAbAiAxDcFtBwBj@s@~AeBvJ_MrE{EdDcEpEqFbBuBxAoBdBeBzAuB`BoB\g@l@u@Lq@P_GCsAGo@IYS_@_AmCqAoFsAuE{AuEn@_BNu@LmAEqA_@yDH_@JMn@]pA{@Rg@DyFt@aB~@_DdAwCh@sA~D{KfAsCfCsHf@eA`BgFZu@FAv@yCD?NT@IEq@`@y@fBi@tBi@`Bk@|@qAJ?L^rBMxBm@PSB_@OaE@{AN_@VCp@@LUFw@BGJG@KXm@GU?SJy@fBu@d@OHDVQPCfBb@z@t@LC^a@fAV`@[f@S~@o@fAm@d@KBCZu@AeAC[G]s@sAq@oDKyA{@oJDk@JWVWLWEy@_Au@MQMUe@yCa@}CC}Db@iDh@aCj@mBnAoCXc@lAuApAcC~@}Cb@mCr@oD~AuFl@gDhAcJTqANeBb@wBQU\iA|@aAZB\PlA?x@k@T_@Rc@x@qBjAkDdAmCjAcD`@oAz@cCv@aDF_@VmCL{BHk@z@{@rC}GlBwDZ{@Ea@eA_Da@gCCa@CgCF{AJcAAoAf@Uh@M^M`Ae@d@QH@HLl@tC,Ride,2017-05-29,5.442,Morning Ride
1011138481,wckeIbq_MNB_AMKeEUVITbCItDEJDl@Xx@vAADK?a@m@KEC?IfBBlDF`AF`@Rj@l@|CZ|@Af@GZcAlBs@dA]z@Gb@iBrFU`@c@dAYvDo@tD_A|CyBpGa@nAaE`Lw@fAoAd@{@Eq@Xg@`@Yf@M^[vAQvBOt@gAhIi@rDg@zBaA|CSx@gBlJoAvCyAdBaAnAg@jAa@hASx@u@hEGd@MfDHbBz@pGNd@LPt@p@R\Er@Y\IXE\?`@r@~JBf@LnAPlARn@n@`AJ`@Bd@A`AAFIHKZgARYPo@d@}@`@c@b@YYgALS\KCk@o@iBg@s@XIKkBz@s@rAD`@Q`DQJmAAQJGXEn@XbFIb@WRk@F]ZoB?y@DSc@QHCd@mAx@_Bn@}DpAOX@j@CTWWg@`B_@v@eCtHaA~BqBpF_A`DiApCkCxHqAbDUp@yAhDGVElCJxBKTaDzBK`@XdCVpCa@hBa@pCxA|DdAfDtA|GPZVVf@NJ^I`@SNc@CSDQd@L|Ad@nDPv@JV@\KXOLQXMTm@~@iArAo@~@y@v@iDvDmIpKeAdAkBvB}AbBsGdI}B|CoG|G{A|ByAfBuArA{AhBmDrDyAnBqBzBqCrDgFbGaD~EwB|AsAxA}BxDWt@cA~Ag@hByAnC_ArCi@fBe@tBoAxDS~@yDjMiAtDq@bBa@jA{@fD{@vCaApCs@jDmClIa@|AoCfHHxDp@bFX|@Jv@CLm@h@Gb@`@xBRP`@GT@j@RP`@,Ride,2017-05-29,5.257,Lunch Ride
1014554105,eijeIzi_Mh@f@d@j@P@Rs@^wAPoAZ}AVo@h@iB|AqFZo@d@qBH}@d@uB|CaLJWb@RPy@V]Ty@TyBVyAZi@TKb@Hz@X`@`@^UJ{@\qKFy@tALb@Pd@?b@F`@S^_@d@@^\Zh@Vp@Pt@Vv@ZzAt@vAl@dBRx@h@lBJv@?n@RjA^f@b@lAXl@XbA`@`@Zj@|AlERt@hAfCJz@r@z@bAtBn@jBP^Jb@B^\h@jArCZh@dB`Cd@Vb@`@x@`A^\Zb@`CtB|AjBdBzAx@x@t@h@j@l@dA`Az@nA`@b@dAv@`BbBb@\VNfA~@~@l@?DIG[L]\_@h@y@n@u@v@a@ZAFgBzB]l@]d@Yh@AfA@nAEX]x@]f@a@f@QDe@oAe@HaAfAyAtBqAtBe@nA]h@_@`@g@pBQb@e@rBO|BYlDAz@H`CAz@@dCE|@Dz@W~B_AxCs@fBYj@i@fBSz@Sr@q@~Ag@tAg@fAu@xC]p@]d@[n@Un@Ux@O~@_B|Dk@lBWr@]h@Yj@Ov@Wp@[d@Wn@{ApE]x@o@dB[p@u@nA[j@KX]d@_@^y@lAaCnCgAhA{@zAo@`BMz@u@~AUz@Wp@a@nBk@rBOD_@b@e@nBq@~AYf@Ux@Mx@Ut@K`AAl@Ox@[p@Sv@m@jBuApCOp@[n@_A~Ci@vAMn@s@bBs@hAIRqAlESx@aAvCOx@m@pBYn@g@dBOx@Wt@Qv@o@fAm@dBWl@k@nBYn@eA~C{@jDMx@[t@Oz@SzAWt@Kl@UdCWtAUxAa@jBg@tBy@xAWt@JlARx@CR]`@c@\_@f@gAv@_AdAa@Tm@v@}ANe@Ak@@kAFe@T]l@Uv@w@`Bw@x@sAlBu@t@uAlBGR]h@gB~Ba@b@y@pAsAbB]l@a@`@c@ZeAdBm@pA]d@a@d@g@Fe@IkA]e@Oc@UeAcA_@c@cBcBu@WsAMc@Fs@Ta@HyB@}CCg@Ac@Ec@GoA_@c@QaAu@SKw@Yc@]kAc@c@SeAo@_Aw@uBeASScAs@g@MU@_@N]l@Qf@QdBC?ISAeBIaACaADg@E}@AAc@He@PY\_@V}@bA[f@m@t@c@^}A~AcAzAaAbA}AzBuA~BkAzA[j@s@p@]f@c@XcAb@aAbA_AtA[h@_A~@a@f@_@Z{@hA_A~@yArB]l@_@d@WVOReB|A[t@MJS^}@bAa@\qAfB_@^}@fA_@^c@Xa@b@_@f@c@X[`@a@^[h@y@`Au@nAy@t@OR_@XQX[n@]h@gAn@a@Z[d@]n@aA|@]d@eAr@]j@wA|Cg@`@e@R[j@q@ZUjA_@f@c@Z_@b@]r@Uv@u@fAUr@K`AUr@[n@Y`@eAnAYnAMz@o@hBc@tBIdAUz@INIJ[hAe@tAe@lBo@bBy@pCWl@Mz@Ur@Wp@Yh@w@xCSjAa@Vg@xB}ArF[h@Sv@gAtCo@vBM~@Qv@eAnCW~@Ur@QV_@fB,Run,2017-05-31,2.853,Not fast and not pretty but at least my leg is moving again!
